cut the fish vertically into slices .	now we want to take our knife and cut the fish some more . we will slice it vertically by pulling the knife towards us , but keeping our fingers clear . cut into thin slices , but not to thin .	1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 0 1
cut the fish vertically into slices .	cut the salmon into thin , rectangular pieces . while cutting pull your knife to allow the cutting edge to easily cut the salmon .	1 1 0 1 0 1 1 0 1 1 0 0 1 1 1 1 1 0 0 1 1 1 1 0 1
slice a loin of salmon into thin pieces .	cut salmon into thin pieces . put it on a plate .	0 1 1 1 1 1 1 1 1 1 0 1
slice a loin of salmon into thin pieces .	take a cutting board and a sharp knife . take a loin of salmon on the cutting board . cut the salmon in to the thin slices . place the slice on the plate . repeat the same with the entire piece of salmon .	1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1
slice a loin of salmon into thin pieces .	" take a very sharp knife and slice the salmon into thin , 1/4 strips . " " . " be sure to cut off any fat or bones . try to cut the salmon pieces all the same size and shape . lay the pieces flat on the plate .	1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
roll the pieces of salmon together to create a circle .	cut the salmon in to very thin pieces . take a salmon piece and roll it in to a circle . now take another piece of salmon and roll it on the side of first piece . repeat with other pieces of salmon . arrange them in shape of circle .	0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1
roll the pieces of salmon together to create a circle .	take a piece of salmon and roll it up into a circle . take another piece of salmon and roll it around the first piece you just rolled .	1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1
roll the pieces of salmon together to create a circle .	use your chopsticks and your fingers to add each layer of the fish . gently add the finely slice fish one layer at time to form a flower . use your fingers and chopsticks to shape it more into a flower or petal shape as you go .	1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1
garnish the salmon with shiso leaves .	add some shiso leaves to the salmon . place on the plate in a way to make it look nice .	1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 1 1 0 1 1
garnish the salmon with shiso leaves .	place the salmon on the plate overlapping with one in a circle in the middle . next garnish the salmon with shiso leaves .	0 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1
garnish the salmon with shiso leaves .	arrange the salmon nicely on a plate . place 5 - 7 shiso leaves on the salmon , spread out evenly .	1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1
grate fresh wasabi into a paste and add to the salmon .	grate the fresh wasabi into a paste using a grater . put the grated wasabi on the salmon .	1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1
grate fresh wasabi into a paste and add to the salmon .	use a grater and grate the wasabi . make the wasabi into a creamy paste . add the wasabi to the side of the salmon .	1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
grate fresh wasabi into a paste and add to the salmon .	use a grater and hold the wasabi against it . rub the wasabi up and down on the grater to mash it up . take a tiny bit and put it on the fish .	1 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1
slice a piece of cucumber and add with the salmon .	take your knife and carefully cut a piece of cucumber . fold the cucumber to make it look nice . set the cucumber on top of the salmon .	1 1 0 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
slice a piece of cucumber and add with the salmon .	carefully take your knife and slice your cucumber to add to the top of the salmon . you can use your knife to cut thin slices into your cucumber and then unfold it to make a more appealing shape , similar to a flower . just be careful no matter which approach you take . the knife can easily cut you as well .	1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1
slice a piece of cucumber and add with the salmon .	slice a piece of cucumber very carefully and thin . put it in with the fish .	1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
mix vegetable oil salt and curry masala .	pour some cider vinegar , vegetable oil , salt , tamarind , and curry masala into a bowl and mix everything together .	0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
mix vegetable oil salt and curry masala .	you need a big bowl and a whisk to stir ingredients . stir the ingredients until the lumps are out . the marinade should be smooth .	1 1 1 0 0 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1
mix vegetable oil salt and curry masala .	put a large bowl on the table . pour in cider vinegar . add garam masala powder . add vegetable oil and salt . add tamarind and mix it all together .	1 1 0 0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
marinate the lamb in a ziplock bag .	add marinate into ziplock . squeeze out all the air that you can . then add it into the fridge overnight . flip it a couple times through the night .	1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1
marinate the lamb in a ziplock bag .	pour the marinade into a ziplock bag with the lamb . put the lamb in the refrigerator overnight . turn over the ziplock bag in the refrigerator .	0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 0 1
marinate the lamb in a ziplock bag .	get a ziplock bag and a bowl . put your lamb and the wet sauce in the ziplock bag . squeeze the air from the bag and seal it tight . put the bag in the bowl and set it in the refrigerator . turn it over one or two times so all parts get wet overnight .	1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 0 1
season the lamb meat with salt .	arrange the lamb meat on a cookie sheet that has been covered with tin foil . sprinkle salt on the lamb meat . turn each piece of meat over , and sprinkle salt on the other sides . make sure the oven has reached the proper temperature - the lamb meat must go into a very hot oven to cook correctly . using an oven mitt , put the pan into the oven and set your timer .	1 1 1 1 1 1 0 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1
season the lamb meat with salt .	take the lamb meat on a baking tray . take some salt with hand . sprinkle some salt on one of lamb meats . repeat the same with other meat pieces . place it in the oven .	1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1
season the lamb meat with salt .	add salt to the lamb . turn the lamb over and add salt to the other side as well .	1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
bake the lamb meat in an oven .	preheat the oven to 450 degrees . place the lamb meat on a baking sheet . bake in oven for 15 to 20 minutes .	0 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1
bake the lamb meat in an oven .	turn on the oven to 450 degrees . cover a baking sheet with a piece of aluminum foil . put the lamb onto the baking sheet . stick the baking sheet in the oven for 15 - 20 minutes . if the lamb is brown , it is done !	0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 0 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
bake the lamb meat in an oven .	put the lamb meat in the over . leave in the oven for 15 to 20 minutes at 450 degrees . wait until the lamb is brown . remove from the oven .	1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1
blend garlic ginger cherry and onion and water .	slowly add the vegetables into the blender . carefully pour the water in after the vegetables . cover the blender with the lid and press the blend button .	0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1 1
blend garlic ginger cherry and onion and water .	add garlic to the blend . add ginger . add some cherries . add a little bit of water . and then blend until it 's a strawberry color .	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1
blend garlic ginger cherry and onion and water .	get a blender . put the garlic , the ginger , the cherry tomatoes , the onion and the water in the blender . turn the blender on and let it mix up the ingredients until it looks like a smoothie .	1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 1
heat some clarified butter in a pan .	make sure the fire is turned on under your pan . in a heavy pan , add some clarified butter or ghee . ghee and clarified butter are melted butter with the solids removed .	1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1
heat some clarified butter in a pan .	turn the over on medium high heat . take a spoon and scoop some clarified butter in a pan .	0 1 1 1 0 0 1 1 1 1 0 1 0 1 1 1 1 1 1 1
heat some clarified butter in a pan .	set the oven knob to medium - high or halfway above the medium mark . use a spoon and scoop some clarified butter into the pan .	1 1 0 0 1 0 1 1 1 1 1 1 0 0 1 1 1 0 1 0 1 1 1 1 1 1 1
add chopped onion and salt and saute .	cut an onion into large chunks . heat up the pot on medium heat and add a slice of butter . add the onions to the pan . add a pinch of salt with your hand . cook the onions , stirring every minute until dark brown .	1 1 1 1 0 0 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1
add chopped onion and salt and saute .	throw in the cut up onions . add the salt . mix everything up with a spoon and let it cook a little .	0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1 0 1
add chopped onion and salt and saute .	clarified butter goes into the pan . a roughly chopped onion and keep cooking it , add salt . keep cooking until it 's deep caramel .	0 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1
mix some cumin cinnamon black pepper and paprika .	take your measuring spoon and put one scoop of cumin in the bowl . next , put one scoop of cinnamon in the bowl . put one scoop of black pepper in the bowl . finally , put one scoop of paprika in the bowl .	1 1 0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 0 1
mix some cumin cinnamon black pepper and paprika .	while your onions are browning , put some cumin , cinnamon , black pepper , a lot of cayenne , dry mustard , and paprika into a bowl .	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 0 1
mix some cumin cinnamon black pepper and paprika .	first , find a small metal bowl for your spice blend . in the bowl , put in the cumin , cinnamon , black pepper , lots of cayenne pepper , dry mustard , and paprika .	1 1 0 1 0 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1
add the mixed spices the mixture and the lamb in .	reduce heat to medium , add the spices . toast spices in the butter for 2 minutes . stir spices to evenly toast . pour in leftover cider , tamarind , and oil marinade . add onion , tomato , ginger and garlic from the blender . stir . raise heat to high . bring to a simmer . add a little brown sugar . place lamb in pot . let cook for 3 hours . turn lamb occasionally . add a splash of water if necessary .	0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
add the mixed spices the mixture and the lamb in .	throw in the mixed spices . put the lamb in . mix it with a wooden spoon .	0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1
add the mixed spices the mixture and the lamb in .	reduce the heat to medium . put the spices in the mix . use the spatula to mix the spice in . cook for 2 minutes . add the marinade and brown sugar and mix together .	0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1
dice a red onion mince few cloves of garlic and chop some cilantro .	cut the onion in to small pieces . take some cloves of garlic on a cutting board . cut the garlic cloves in to small pieces . take some cilantro on the cutting board . cut the cilantro in to very small pieces .	0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 0 0 1
dice a red onion mince few cloves of garlic and chop some cilantro .	cut up the red onion into small cubes . smash the garlic with the knife . then cut the garlic into very tiny pieces . then cut the cilantro , green veggies , into pieces the size of your thumbnail .	1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1
dice a red onion mince few cloves of garlic and chop some cilantro .	cut up your red onions . cut up your garlic very tiny . cup up your cilantro .	0 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1 1
add butter in a pan and saute the onion and garlic .	take a pan and heat it on the stove . add some butter in to the pan . cut the onions in to very small pieces and add it in to the pan . cut the garlic in to very small pieces . add the garlic in to the pan and fry everything .	1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1
add butter in a pan and saute the onion and garlic .	place the pan on the stove . add butter to the pan . add the onions to the pan . turn the gas on and leave the onion on the stove for five minutes .	0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 0 1
add butter in a pan and saute the onion and garlic .	turn on the stove and place your skillet on the burner . carefully add a little butter to the skillet . add the onions and garlic to the skillet . cook them for about 5 minutes or until the onions become soft see - through .	0 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
add some sausage ground beef bread crumbs chopped cilantro in a bowl .	add some sausage to the bowl . put in the ground beef to the bowl . mix the eggs with a fork and then pour the eggs to the bowl . pour bread crumbs into the mixture . add the cut up cilantro into the bowl .	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1
add some sausage ground beef bread crumbs chopped cilantro in a bowl .	take some hot italian sausage , ground beef . take two eggs and mix them , add them in the bowl of sausage and ground beef . add some japanese bread crumbs and chopped cilantro to the bowl .	1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
add some sausage ground beef bread crumbs chopped cilantro in a bowl .	add sausage in a bowl . add ground beef into bowl . add breadcrumb into the bowl . add mixed egg and chopped cilantro into the bowl .	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
add the onion garlic mixture salt and pepper to the bowl .	add onion and garlic . add salt and pepper to your bowl . mix the ingredients .	1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1
add the onion garlic mixture salt and pepper to the bowl .	add the cooled onion and garlic mixture to the bowl . add a little salt and pepper on top . mix well .	1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1
add the onion garlic mixture salt and pepper to the bowl .	wait 5 minutes after you have cooked the garlic in the pan . use a wooden spoon to scrape the garlic our of the pan and onto the meat . then shake some salt on the meat for a few seconds using a salt shaker . shake some pepper on the meat for a few seconds using a pepper shaker .	0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1
mix the ingredients by hand until the bread crumbs are not visible distinctly .	add all the ingredients to the meat in a large bowl . mix the ingredients well with your hands . squeeze the ingredients into the meat , and mix it all around until you ca n't see the bread crumbs anymore .	1 1 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
mix the ingredients by hand until the bread crumbs are not visible distinctly .	mix everything with your hands , until everything is mixed together very well and you ca n't see the breadcrumbs anymore .	1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1
mix the ingredients by hand until the bread crumbs are not visible distinctly .	place all ingredients and meat together in a bowl . using your hands , mix together until the bread crumbs are completely mixed in the meat .	0 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1 0 1
place the mixture in a meatloaf pan .	use your hand to take the meat out of the bowl . put the meat into a loaf pan and press the meat down to shape it .	1 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 0 1 1 0 1 1
place the mixture in a meatloaf pan .	take the meat loaf mixture and put it into the meat loaf pan using your hands . spread the meat mixture evenly using your hands into the pan .	1 1 0 0 1 1 1 1 1 1 0 0 1 1 1 0 1 0 1 0 1 0 1 1 0 1 1 1 1
place the mixture in a meatloaf pan .	get a baking pan . take the big hamburger mixture and put it in that baking pan . make the hamburger mixture look like a thick tree log . hamburger should cover the whole bottom of the pan . put it in the heated oven at 325 degrees for 1 hour .	1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1
cook the meatloaf in the oven .	turn on the oven and set the dial to 375 . wait for the oven to beep that it 's ready . place your meatloaf into a small pan with high walls . put it in the oven for 40 minutes .	0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1
cook the meatloaf in the oven .	place the meatloaf in the oven . set the over at 375 degrees . cook for 40 minutes .	0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1
cook the meatloaf in the oven .	place the meatloaf into a loaf pan , and spread it evenly in the pan . put the pan in the oven at 375 for 40 minutes . remove it from the over ( using oven mitts ) .	0 1 1 1 1 0 0 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
add some chopped white onions in a pan under medium heat .	cut the white onions into small cubes . add the cut onions into the pan . switch on the stove with a medium heat . saute it for about 2 minutes .	1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1
add some chopped white onions in a pan under medium heat .	make sure the dial on the stove is set to medium heat . once the pan is hot , add in the onions and cook them for about 2 minutes , just until they are soft .	1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1
add some chopped white onions in a pan under medium heat .	add the onions for about two minutes . make sure the oven is set to medium heat .	1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1
add in red pepper and sweet potatoes .	take the cut red pepper and slowly and carefully drop them into the pan using your hands . repeat with the sweet potatoes .	1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 0 1 0 1 1 1 1 1
add in red pepper and sweet potatoes .	you will need to dice up a red bell pepper into small 1 inch pieces . next , peel a couple of sweet potatoes and dice them into 1 inch cubes . once both the red pepper and sweet potatoes are diced check on the onions and make sure they are are golden and translucent . then , add the red pepper and sweet potatoes to the pan with onions .	1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
add in red pepper and sweet potatoes .	put the red pepper and sweet potatoes into the hot pan . use your hand to carefully place in the pan .	1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 0 1
add a spoon of water .	place sweet potatoes in pot / pan . use an actual tablespoon measuring spoon . cover pot with the lid for the pot . recheck the temperature on the stove . simmer in the pot .	0 0 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1
add a spoon of water .	get a spoon and scoop 1 spoonful of water . dump the spoon of water in the pan .	1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 0 1
add a spoon of water .	add water with a spoon . put the lid on the pot .	1 1 1 1 1 1 1 1 0 1 1 0 1
cook with lid on .	cover the pan . cook for around fifteen minutes , until the potatoes are softened . be sure to watch the potatoes , stirring them from time to time .	1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 0 1 1 0 1 0 1
cook with lid on .	add a couple of tablespoons of water to the hot pan of sweet potatoes . cover the pan of sweet potatoes with a lid . cook for 15 minutes . flip the sweet potatoes several times during the 15 minutes so they do not burn .	1 1 1 1 0 1 0 1 1 0 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1
cook with lid on .	once our dish start to cook , we want to cover it . take a lid and set it over the pan of sweet potatoes . we want to let them cook for about 15 minutes . make sure to flip the potatoes from time to time so they do not burn .	1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 1
season it with salt and black pepper .	the last thing you need to do is season your potatoes with pepper . use your pepper grinder to add as much or as little pepper you like on top of your potatoes . do n't use too much !	1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
season it with salt and black pepper .	cook for 8 or 9 minutes . using a pepper grinder , grind peppercorn onto your sweet potatoes . add salt onto potatoes . season to taste .	1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1
season it with salt and black pepper .	remove the sweet potatoes from the oven . set them on a plate to cool . while they are cooling add a pinch of salt and a pinch of black pepper to the sweet potatoes .	0 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1
cut the tuna to thin slices .	take your knife to the white line of the fish . cut above the white line and cut off the top of the fish . start at the top of the fish and cut into 3 even slices . take your slice of fish and cut them length wise into 6 pieces .	1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 1
cut the tuna to thin slices .	take the big piece of tuna . take a knife and cut the tuna horizontally in to a thick piece . cut the remaining tuna in to thick pieces . cut each thick piece in to thin slices . repeat with entire slices of tuna .	1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1
cut the tuna to thin slices .	carefully slice the tuna into thin slices . be careful using a knife when slicing the tuna . do this on a cutting board .	1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 0 1
cut the salmon to thin slices .	cut the salmon fish into very thin slices , kind of like paper . lay the slices on the table .	1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 0 1
cut the salmon to thin slices .	use a knife . cut the fish into slices .	1 1 0 1 1 1 1 1 1 1
cut the salmon to thin slices .	place salmon skin side down . get out a cutting board . get out a filet knife , ( long thin one ) . slice the salmon horizontally , making thin slices like lunch meat ,	0 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1
roll the salmon .	roll the top piece of the salmon fish around the other slices . you just made a salmon rose !	1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
roll the salmon .	lay salmon on a flat surface . slice the salmon so that it is about 1/4 inch think . " starting from the top , roll down into itself so it forms a rose " " " " . "	0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
roll the salmon .	roll the same slices into the other slices of salmon . keep rolling until it forms a rose shape .	1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 0 1 1 0 1
place the salmon and tuna on a dish and garnish with green onions .	pick up the salmon and put it in the center of the plate . pick up the tuna and place it next to the salmon on the plate . pick up some sliced green onions . sprinkle the green onions on top of the salmon and the tuna .	0 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
